Date,Population,Region
2020-12-30,106,far north central
2020-12-30,677,far north east
2020-12-30,1387,north west
2020-12-30,1770,north central
2020-12-30,504,north east
2020-12-30,4264,saskatoon
2020-12-30,339,central west
2020-12-30,588,central east
2020-12-30,2968,regina
2020-12-30,559,south west
2020-12-30,535,south central
2020-12-30,476,south east
2020-12-30,15160,total
2020-12-31,909,far north west
2020-12-31,106,far north central
2020-12-31,699,far north east
2020-12-31,1401,north west
2020-12-31,1820,north central
2020-12-31,506,north east
2020-12-31,4311,saskatoon
2020-12-31,341,central west
2020-12-31,592,central east
2020-12-31,2991,regina
2020-12-31,562,south west
2020-12-31,543,south central
2020-12-31,486,south east
2020-12-31,15350,total
2021-01-01,909,far north west
2021-01-01,106,far north central
2021-01-01,699,far north east
2021-01-01,1401,north west
2021-01-01,1820,north central
2021-01-01,506,north east
2021-01-01,4311,saskatoon
2021-01-01,341,central west
2021-01-01,592,central east
2021-01-01,2991,regina
2021-01-01,562,south west
2021-01-01,543,south central
2021-01-01,486,south east
2021-01-01,15350,total
2021-01-02,922,far north west
2021-01-02,107,far north central
2021-01-02,793,far north east
2021-01-02,1460,north west
2021-01-02,1916,north central
2021-01-02,524,north east
2021-01-02,4386,saskatoon
2021-01-02,344,central west
2021-01-02,624,central east
2021-01-02,3073,regina
2021-01-02,562,south west
2021-01-02,561,south central
2021-01-02,510,south east
2021-01-02,15845,total
2021-01-03,939,far north west
2021-01-03,107,far north central
2021-01-03,832,far north east
2021-01-03,1484,north west
2021-01-03,1967,north central
2021-01-03,526,north east
2021-01-03,4428,saskatoon
2021-01-03,345,central west
2021-01-03,630,central east
2021-01-03,3093,regina
2021-01-03,563,south west
2021-01-03,574,south central
2021-01-03,524,south east
2021-01-03,16083,total
2021-01-04,957,far north west
2021-01-04,108,far north central
2021-01-04,878,far north east
2021-01-04,1501,north west
2021-01-04,2030,north central
2021-01-04,531,north east
2021-01-04,4469,saskatoon
2021-01-04,350,central west
2021-01-04,638,central east
2021-01-04,3141,regina
2021-01-04,564,south west
2021-01-04,582,south central
2021-01-04,533,south east
2021-01-04,16367,total
2021-01-05,965,far north west
2021-01-05,108,far north central
2021-01-05,884,far north east
2021-01-05,1514,north west
2021-01-05,2055,north central
2021-01-05,538,north east
2021-01-05,4503,saskatoon
2021-01-05,351,central west
2021-01-05,651,central east
2021-01-05,3180,regina
2021-01-05,564,south west
2021-01-05,584,south central
2021-01-05,539,south east
2021-01-05,16520,total
2021-01-06,970,far north west
2021-01-06,109,far north central
2021-01-06,917,far north east
2021-01-06,1538,north west
2021-01-06,2098,north central
2021-01-06,540,north east
2021-01-06,4548,saskatoon
2021-01-06,353,central west
2021-01-06,655,central east
2021-01-06,3251,regina
2021-01-06,565,south west
2021-01-06,586,south central
2021-01-06,555,south east
2021-01-06,16804,total
2021-01-07,985,far north west
2021-01-07,110,far north central
2021-01-07,942,far north east
2021-01-07,1553,north west
2021-01-07,2164,north central
2021-01-07,554,north east
2021-01-07,4631,saskatoon
2021-01-07,357,central west
2021-01-07,661,central east
2021-01-07,3300,regina
2021-01-07,566,south west
2021-01-07,587,south central
2021-01-07,588,south east
2021-01-07,17138,total
2021-01-08,1010,far north west
2021-01-08,114,far north central
2021-01-08,1015,far north east
2021-01-08,1619,north west
2021-01-08,2226,north central
2021-01-08,557,north east
2021-01-08,4690,saskatoon
2021-01-08,363,central west
2021-01-08,671,central east
2021-01-08,3357,regina
2021-01-08,568,south west
2021-01-08,593,south central
2021-01-08,606,south east
2021-01-08,17474,total
2021-01-09,1024,far north west
2021-01-09,122,far north central
2021-01-09,1034,far north east
2021-01-09,1662,north west
2021-01-09,2249,north central
2021-01-09,587,north east
2021-01-09,4765,saskatoon
2021-01-09,365,central west
2021-01-09,685,central east
2021-01-09,3414,regina
2021-01-09,568,south west
2021-01-09,601,south central
2021-01-09,638,south east
2021-01-09,17803,total
2021-01-10,1024,far north west
2021-01-10,122,far north central
2021-01-10,1034,far north east
2021-01-10,1662,north west
2021-01-10,2249,north central
2021-01-10,587,north east
2021-01-10,4765,saskatoon
2021-01-10,365,central west
2021-01-10,685,central east
2021-01-10,3414,regina
2021-01-10,568,south west
2021-01-10,601,south central
2021-01-10,638,south east
2021-01-10,17803,total
2021-01-11,1062,far north west
2021-01-11,131,far north central
2021-01-11,1117,far north east
2021-01-11,1765,north west
2021-01-11,2352,north central
2021-01-11,636,north east
2021-01-11,4909,saskatoon
2021-01-11,369,central west
2021-01-11,708,central east
2021-01-11,3503,regina
2021-01-11,569,south west
2021-01-11,613,south central
2021-01-11,685,south east
2021-01-11,18522,total
2021-01-12,1079,far north west
2021-01-12,133,far north central
2021-01-12,1146,far north east
2021-01-12,1797,north west
2021-01-12,2388,north central
2021-01-12,641,north east
2021-01-12,4962,saskatoon
2021-01-12,371,central west
2021-01-12,718,central east
2021-01-12,3540,regina
2021-01-12,571,south west
2021-01-12,621,south central
2021-01-12,696,south east
2021-01-12,18770,total
2021-01-13,1094,far north west
2021-01-13,143,far north central
2021-01-13,1156,far north east
2021-01-13,1826,north west
2021-01-13,2423,north central
2021-01-13,669,north east
2021-01-13,5044,saskatoon
2021-01-13,372,central west
2021-01-13,726,central east
2021-01-13,3563,regina
2021-01-13,571,south west
2021-01-13,621,south central
2021-01-13,707,south east
2021-01-13,19017,total
2021-01-14,1110,far north west
2021-01-14,154,far north central
2021-01-14,1186,far north east
2021-01-14,1846,north west
2021-01-14,2468,north central
2021-01-14,677,north east
2021-01-14,5144,saskatoon
2021-01-14,374,central west
2021-01-14,733,central east
2021-01-14,3614,regina
2021-01-14,572,south west
2021-01-14,628,south central
2021-01-14,731,south east
2021-01-14,19329,total
2021-01-15,1164,far north west
2021-01-15,156,far north central
2021-01-15,1213,far north east
2021-01-15,1892,north west
2021-01-15,2507,north central
2021-01-15,714,north east
2021-01-15,5232,saskatoon
2021-01-15,376,central west
2021-01-15,747,central east
2021-01-15,3659,regina
2021-01-15,573,south west
2021-01-15,632,south central
2021-01-15,761,south east
2021-01-15,19715,total
2021-01-16,1175,far north west
2021-01-16,157,far north central
2021-01-16,1230,far north east
2021-01-16,1942,north west
2021-01-16,2536,north central
2021-01-16,727,north east
2021-01-16,5301,saskatoon
2021-01-16,376,central west
2021-01-16,752,central east
2021-01-16,3706,regina
2021-01-16,574,south west
2021-01-16,638,south central
2021-01-16,787,south east
2021-01-16,19985,total
2021-01-17,1209,far north west
2021-01-17,158,far north central
2021-01-17,1243,far north east
2021-01-17,1965,north west
2021-01-17,2559,north central
2021-01-17,760,north east
2021-01-17,5395,saskatoon
2021-01-17,379,central west
2021-01-17,761,central east
2021-01-17,3743,regina
2021-01-17,575,south west
2021-01-17,638,south central
2021-01-17,800,south east
2021-01-17,20272,total
2021-01-18,1254,far north west
2021-01-18,170,far north central
2021-01-18,1263,far north east
2021-01-18,2008,north west
2021-01-18,2574,north central
2021-01-18,793,north east
2021-01-18,5451,saskatoon
2021-01-18,380,central west
2021-01-18,771,central east
2021-01-18,3768,regina
2021-01-18,577,south west
2021-01-18,644,south central
2021-01-18,807,south east
2021-01-18,20562,total
2021-01-19,1280,far north west
2021-01-19,186,far north central
2021-01-19,1281,far north east
2021-01-19,2038,north west
2021-01-19,2608,north central
2021-01-19,803,north east
2021-01-19,5520,saskatoon
2021-01-19,383,central west
2021-01-19,790,central east
2021-01-19,3812,regina
2021-01-19,580,south west
2021-01-19,644,south central
2021-01-19,826,south east
2021-01-19,20871,total
2021-01-20,1323,far north west
2021-01-20,187,far north central
2021-01-20,1301,far north east
2021-01-20,2085,north west
2021-01-20,2619,north central
2021-01-20,820,north east
2021-01-20,5588,saskatoon
2021-01-20,389,central west
2021-01-20,806,central east
2021-01-20,3836,regina
2021-01-20,581,south west
2021-01-20,646,south central
2021-01-20,834,south east
2021-01-20,21112,total
2021-01-21,1337,far north west
2021-01-21,193,far north central
2021-01-21,1308,far north east
2021-01-21,2104,north west
2021-01-21,2640,north central
2021-01-21,831,north east
2021-01-21,5650,saskatoon
2021-01-21,393,central west
2021-01-21,817,central east
2021-01-21,3887,regina
2021-01-21,583,south west
2021-01-21,650,south central
2021-01-21,846,south east
2021-01-21,21338,total
2021-01-22,1353,far north west
2021-01-22,194,far north central
2021-01-22,1322,far north east
2021-01-22,2144,north west
2021-01-22,2680,north central
2021-01-22,851,north east
2021-01-22,5739,saskatoon
2021-01-22,400,central west
2021-01-22,831,central east
2021-01-22,3934,regina
2021-01-22,584,south west
2021-01-22,654,south central
2021-01-22,860,south east
2021-01-22,21643,total
2021-01-23,1403,far north west
2021-01-23,204,far north central
2021-01-23,1341,far north east
2021-01-23,2190,north west
2021-01-23,2701,north central
2021-01-23,867,north east
2021-01-23,5790,saskatoon
2021-01-23,403,central west
2021-01-23,836,central east
2021-01-23,3975,regina
2021-01-23,585,south west
2021-01-23,654,south central
2021-01-23,871,south east
2021-01-23,21917,total
2021-01-24,1430,far north west
2021-01-24,205,far north central
2021-01-24,1344,far north east
2021-01-24,2246,north west
2021-01-24,2718,north central
2021-01-24,876,north east
2021-01-24,5862,saskatoon
2021-01-24,409,central west
2021-01-24,847,central east
2021-01-24,4017,regina
2021-01-24,586,south west
2021-01-24,658,south central
2021-01-24,888,south east
2021-01-24,22177,total
2021-01-25,1447,far north west
2021-01-25,207,far north central
2021-01-25,1347,far north east
2021-01-25,2280,north west
2021-01-25,2731,north central
2021-01-25,912,north east
2021-01-25,5910,saskatoon
2021-01-25,414,central west
2021-01-25,877,central east
2021-01-25,4059,regina
2021-01-25,586,south west
2021-01-25,660,south central
2021-01-25,895,south east
2021-01-25,22416,total
2021-01-26,1470,far north west
2021-01-26,210,far north central
2021-01-26,1352,far north east
2021-01-26,2325,north west
2021-01-26,2763,north central
2021-01-26,919,north east
2021-01-26,5957,saskatoon
2021-01-26,417,central west
2021-01-26,881,central east
2021-01-26,4105,regina
2021-01-26,586,south west
2021-01-26,662,south central
2021-01-26,901,south east
2021-01-26,22646,total
2021-01-27,1480,far north west
2021-01-27,211,far north central
2021-01-27,1355,far north east
2021-01-27,2336,north west
2021-01-27,2772,north central
2021-01-27,927,north east
2021-01-27,6005,saskatoon
2021-01-27,419,central west
2021-01-27,888,central east
2021-01-27,4143,regina
2021-01-27,586,south west
2021-01-27,664,south central
2021-01-27,916,south east
2021-01-27,22794,total
2021-01-28,1505,far north west
2021-01-28,218,far north central
2021-01-28,1370,far north east
2021-01-28,2357,north west
2021-01-28,2787,north central
2021-01-28,933,north east
2021-01-28,6075,saskatoon
2021-01-28,424,central west
2021-01-28,898,central east
2021-01-28,4197,regina
2021-01-28,586,south west
2021-01-28,668,south central
2021-01-28,933,south east
2021-01-28,23038,total
2021-01-29,1535,far north west
2021-01-29,221,far north central
2021-01-29,1386,far north east
2021-01-29,2385,north west
2021-01-29,2813,north central
2021-01-29,946,north east
2021-01-29,6165,saskatoon
2021-01-29,433,central west
2021-01-29,923,central east
2021-01-29,4255,regina
2021-01-29,587,south west
2021-01-29,671,south central
2021-01-29,952,south east
2021-01-29,23366,total
2021-01-30,1546,far north west
2021-01-30,228,far north central
2021-01-30,1408,far north east
2021-01-30,2428,north west
2021-01-30,2840,north central
2021-01-30,960,north east
2021-01-30,6210,saskatoon
2021-01-30,435,central west
2021-01-30,932,central east
2021-01-30,4308,regina
2021-01-30,592,south west
2021-01-30,673,south central
2021-01-30,970,south east
2021-01-30,23626,total
2021-01-31,1571,far north west
2021-01-31,228,far north central
2021-01-31,1432,far north east
2021-01-31,2458,north west
2021-01-31,2859,north central
2021-01-31,960,north east
2021-01-31,6292,saskatoon
2021-01-31,436,central west
2021-01-31,940,central east
2021-01-31,4334,regina
2021-01-31,593,south west
2021-01-31,674,south central
2021-01-31,980,south east
2021-01-31,23864,total
2021-02-01,1587,far north west
2021-02-01,228,far north central
2021-02-01,1437,far north east
2021-02-01,2488,north west
2021-02-01,2862,north central
2021-02-01,981,north east
2021-02-01,6306,saskatoon
2021-02-01,442,central west
2021-02-01,947,central east
2021-02-01,4367,regina
2021-02-01,594,south west
2021-02-01,685,south central
2021-02-01,988,south east
2021-02-01,24011,total
2021-02-02,1601,far north west
2021-02-02,236,far north central
2021-02-02,1447,far north east
2021-02-02,2506,north west
2021-02-02,2890,north central
2021-02-02,988,north east
2021-02-02,6344,saskatoon
2021-02-02,448,central west
2021-02-02,950,central east
2021-02-02,4432,regina
2021-02-02,594,south west
2021-02-02,692,south central
2021-02-02,996,south east
2021-02-02,24236,total
2021-02-03,1613,far north west
2021-02-03,238,far north central
2021-02-03,1453,far north east
2021-02-03,2532,north west
2021-02-03,2900,north central
2021-02-03,996,north east
2021-02-03,6393,saskatoon
2021-02-03,449,central west
2021-02-03,955,central east
2021-02-03,4494,regina
2021-02-03,595,south west
2021-02-03,692,south central
2021-02-03,1003,south east
2021-02-03,24430,total
2021-02-04,1623,far north west
2021-02-04,244,far north central
2021-02-04,1490,far north east
2021-02-04,2556,north west
2021-02-04,2930,north central
2021-02-04,1003,north east
2021-02-04,6442,saskatoon
2021-02-04,459,central west
2021-02-04,972,central east
2021-02-04,4539,regina
2021-02-04,595,south west
2021-02-04,702,south central
2021-02-04,1014,south east
2021-02-04,24680,total
2021-02-05,1642,far north west
2021-02-05,249,far north central
2021-02-05,1511,far north east
2021-02-05,2587,north west
2021-02-05,2951,north central
2021-02-05,1025,north east
2021-02-05,6509,saskatoon
2021-02-05,465,central west
2021-02-05,982,central east
2021-02-05,4579,regina
2021-02-05,596,south west
2021-02-05,706,south central
2021-02-05,1035,south east
2021-02-05,24946,total
2021-02-06,1655,far north west
2021-02-06,253,far north central
2021-02-06,1521,far north east
2021-02-06,2619,north west
2021-02-06,2965,north central
2021-02-06,1034,north east
2021-02-06,6567,saskatoon
2021-02-06,472,central west
2021-02-06,1010,central east
2021-02-06,4641,regina
2021-02-06,596,south west
2021-02-06,712,south central
2021-02-06,1047,south east
2021-02-06,25209,total
2021-02-07,1666,far north west
2021-02-07,254,far north central
2021-02-07,1538,far north east
2021-02-07,2649,north west
2021-02-07,2993,north central
2021-02-07,1038,north east
2021-02-07,6612,saskatoon
2021-02-07,476,central west
2021-02-07,1017,central east
2021-02-07,4690,regina
2021-02-07,596,south west
2021-02-07,716,south central
2021-02-07,1055,south east
2021-02-07,25403,total
2021-02-08,1682,far north west
2021-02-08,262,far north central
2021-02-08,1549,far north east
2021-02-08,2659,north west
2021-02-08,3003,north central
2021-02-08,1053,north east
2021-02-08,6646,saskatoon
2021-02-08,479,central west
2021-02-08,1020,central east
2021-02-08,4733,regina
2021-02-08,596,south west
2021-02-08,717,south central
2021-02-08,1069,south east
2021-02-08,25574,total
2021-02-09,1688,far north west
2021-02-09,262,far north central
2021-02-09,1558,far north east
2021-02-09,2672,north west
2021-02-09,3010,north central
2021-02-09,1055,north east
2021-02-09,6680,saskatoon
2021-02-09,481,central west
2021-02-09,1025,central east
2021-02-09,4737,regina
2021-02-09,596,south west
2021-02-09,718,south central
2021-02-09,1069,south east
2021-02-09,25654,total
2021-02-10,1714,far north west
2021-02-10,263,far north central
2021-02-10,1564,far north east
2021-02-10,2694,north west
2021-02-10,3029,north central
2021-02-10,1058,north east
2021-02-10,6724,saskatoon
2021-02-10,482,central west
2021-02-10,1030,central east
2021-02-10,4796,regina
2021-02-10,596,south west
2021-02-10,719,south central
2021-02-10,1073,south east
2021-02-10,25843,total
2021-02-11,1719,far north west
2021-02-11,268,far north central
2021-02-11,1567,far north east
2021-02-11,2710,north west
2021-02-11,3037,north central
2021-02-11,1061,north east
2021-02-11,6776,saskatoon
2021-02-11,484,central west
2021-02-11,1035,central east
2021-02-11,4814,regina
2021-02-11,597,south west
2021-02-11,723,south central
2021-02-11,1074,south east
2021-02-11,25957,total
2021-02-12,1741,far north west
2021-02-12,273,far north central
2021-02-12,1577,far north east
2021-02-12,2726,north west
2021-02-12,3056,north central
2021-02-12,1070,north east
2021-02-12,6830,saskatoon
2021-02-12,493,central west
2021-02-12,1040,central east
2021-02-12,4838,regina
2021-02-12,597,south west
2021-02-12,728,south central
2021-02-12,1084,south east
2021-02-12,26145,total
2021-02-13,1766,far north west
2021-02-13,282,far north central
2021-02-13,1583,far north east
2021-02-13,2756,north west
2021-02-13,3078,north central
2021-02-13,1078,north east
2021-02-13,6896,saskatoon
2021-02-13,499,central west
2021-02-13,1055,central east
2021-02-13,4893,regina
2021-02-13,598,south west
2021-02-13,729,south central
2021-02-13,1089,south east
2021-02-13,26389,total
2021-02-14,1773,far north west
2021-02-14,282,far north central
2021-02-14,1594,far north east
2021-02-14,2773,north west
2021-02-14,3088,north central
2021-02-14,1084,north east
2021-02-14,6948,saskatoon
2021-02-14,506,central west
2021-02-14,1061,central east
2021-02-14,4924,regina
2021-02-14,598,south west
2021-02-14,734,south central
2021-02-14,1096,south east
2021-02-14,26550,total
2021-02-15,1773,far north west
2021-02-15,282,far north central
2021-02-15,1594,far north east
2021-02-15,2773,north west
2021-02-15,3088,north central
2021-02-15,1084,north east
2021-02-15,6948,saskatoon
2021-02-15,506,central west
2021-02-15,1061,central east
2021-02-15,4924,regina
2021-02-15,598,south west
2021-02-15,734,south central
2021-02-15,1096,south east
2021-02-15,26693,total
2021-02-16,1796,far north west
2021-02-16,287,far north central
2021-02-16,1604,far north east
2021-02-16,2817,north west
2021-02-16,3115,north central
2021-02-16,1101,north east
2021-02-16,7017,saskatoon
2021-02-16,515,central west
2021-02-16,1070,central east
2021-02-16,4986,regina
2021-02-16,598,south west
2021-02-16,738,south central
2021-02-16,1098,south east
2021-02-16,26829,total
2021-02-17,1812,far north west
2021-02-17,291,far north central
2021-02-17,1609,far north east
2021-02-17,2831,north west
2021-02-17,3127,north central
2021-02-17,1101,north east
2021-02-17,7026,saskatoon
2021-02-17,520,central west
2021-02-17,1073,central east
2021-02-17,5034,regina
2021-02-17,598,south west
2021-02-17,739,south central
2021-02-17,1098,south east
2021-02-17,26953,total
2021-02-18,1819,far north west
2021-02-18,301,far north central
2021-02-18,1623,far north east
2021-02-18,2839,north west
2021-02-18,3136,north central
2021-02-18,1111,north east
2021-02-18,7067,saskatoon
2021-02-18,524,central west
2021-02-18,1083,central east
2021-02-18,5070,regina
2021-02-18,598,south west
2021-02-18,740,south central
2021-02-18,1099,south east
2021-02-18,27099,total
2021-02-19,1832,far north west
2021-02-19,302,far north central
2021-02-19,1632,far north east
2021-02-19,2855,north west
2021-02-19,3162,north central
2021-02-19,1113,north east
2021-02-19,7099,saskatoon
2021-02-19,524,central west
2021-02-19,1094,central east
2021-02-19,5102,regina
2021-02-19,599,south west
2021-02-19,741,south central
2021-02-19,1103,south east
2021-02-19,27245,total
2021-02-20,1848,far north west
2021-02-20,314,far north central
2021-02-20,1643,far north east
2021-02-20,2871,north west
2021-02-20,3173,north central
2021-02-20,1116,north east
2021-02-20,7125,saskatoon
2021-02-20,527,central west
2021-02-20,1098,central east
2021-02-20,5180,regina
2021-02-20,600,south west
2021-02-20,746,south central
2021-02-20,1112,south east
2021-02-20,27438,total
2021-02-21,1859,far north west
2021-02-21,317,far north central
2021-02-21,1665,far north east
2021-02-21,2882,north west
2021-02-21,3180,north central
2021-02-21,1120,north east
2021-02-21,7173,saskatoon
2021-02-21,529,central west
2021-02-21,1105,central east
2021-02-21,5236,regina
2021-02-21,601,south west
2021-02-21,751,south central
2021-02-21,1113,south east
2021-02-21,27620,total
2021-02-22,1874,far north west
2021-02-22,323,far north central
2021-02-22,1670,far north east
2021-02-22,2904,north west
2021-02-22,3187,north central
2021-02-22,1127,north east
2021-02-22,7210,saskatoon
2021-02-22,533,central west
2021-02-22,1116,central east
2021-02-22,5284,regina
2021-02-22,602,south west
2021-02-22,756,south central
2021-02-22,1116,south east
2021-02-22,27797,total
2021-02-23,1888,far north west
2021-02-23,329,far north central
2021-02-23,1690,far north east
2021-02-23,2917,north west
2021-02-23,3192,north central
2021-02-23,1129,north east
2021-02-23,7235,saskatoon
2021-02-23,533,central west
2021-02-23,1123,central east
2021-02-23,5321,regina
2021-02-23,602,south west
2021-02-23,756,south central
2021-02-23,1117,south east
2021-02-23,27923,total
2021-02-24,1893,far north west
2021-02-24,331,far north central
2021-02-24,1706,far north east
2021-02-24,2927,north west
2021-02-24,3205,north central
2021-02-24,1129,north east
2021-02-24,7241,saskatoon
2021-02-24,533,central west
2021-02-24,1124,central east
2021-02-24,5339,regina
2021-02-24,602,south west
2021-02-24,757,south central
2021-02-24,1118,south east
2021-02-24,27980,total
2021-02-25,1917,far north west
2021-02-25,337,far north central
2021-02-25,1711,far north east
2021-02-25,2943,north west
2021-02-25,3213,north central
2021-02-25,1132,north east
2021-02-25,7278,saskatoon
2021-02-25,538,central west
2021-02-25,1137,central east
2021-02-25,5421,regina
2021-02-25,603,south west
2021-02-25,764,south central
2021-02-25,1122,south east
2021-02-25,28191,total
2021-02-26,1951,far north west
2021-02-26,337,far north central
2021-02-26,1721,far north east
2021-02-26,2955,north west
2021-02-26,3218,north central
2021-02-26,1135,north east
2021-02-26,7297,saskatoon
2021-02-26,540,central west
2021-02-26,1154,central east
2021-02-26,5473,regina
2021-02-26,603,south west
2021-02-26,769,south central
2021-02-26,1122,south east
2021-02-26,28344,total
2021-02-27,1978,far north west
2021-02-27,337,far north central
2021-02-27,1727,far north east
2021-02-27,2969,north west
2021-02-27,3224,north central
2021-02-27,1144,north east
2021-02-27,7320,saskatoon
2021-02-27,540,central west
2021-02-27,1172,central east
2021-02-27,5528,regina
2021-02-27,603,south west
2021-02-27,777,south central
2021-02-27,1123,south east
2021-02-27,28506,total
2021-02-28,1994,far north west
2021-02-28,338,far north central
2021-02-28,1741,far north east
2021-02-28,2987,north west
2021-02-28,3238,north central
2021-02-28,1147,north east
2021-02-28,7358,saskatoon
2021-02-28,542,central west
2021-02-28,1180,central east
2021-02-28,5548,regina
2021-02-28,603,south west
2021-02-28,785,south central
2021-02-28,1124,south east
2021-02-28,28647,total
2021-03-01,2006,far north west
2021-03-01,341,far north central
2021-03-01,1749,far north east
2021-03-01,3001,north west
2021-03-01,3247,north central
2021-03-01,1149,north east
2021-03-01,7391,saskatoon
2021-03-01,543,central west
2021-03-01,1194,central east
2021-03-01,5601,regina
2021-03-01,603,south west
2021-03-01,785,south central
2021-03-01,1126,south east
2021-03-01,28801,total
2021-03-02,2029,far north west
2021-03-02,341,far north central
2021-03-02,1761,far north east
2021-03-02,3017,north west
2021-03-02,3253,north central
2021-03-02,1151,north east
2021-03-02,7420,saskatoon
2021-03-02,543,central west
2021-03-02,1202,central east
2021-03-02,5639,regina
2021-03-02,603,south west
2021-03-02,788,south central
2021-03-02,1129,south east
2021-03-02,28938,total
2021-03-03,2031,far north west
2021-03-03,341,far north central
2021-03-03,1801,far north east
2021-03-03,3024,north west
2021-03-03,3259,north central
2021-03-03,1154,north east
2021-03-03,7437,saskatoon
2021-03-03,545,central west
2021-03-03,1209,central east
2021-03-03,5674,regina
2021-03-03,604,south west
2021-03-03,788,south central
2021-03-03,1129,south east
2021-03-03,29059,total
2021-03-04,2058,far north west
2021-03-04,341,far north central
2021-03-04,1816,far north east
2021-03-04,3034,north west
2021-03-04,3269,north central
2021-03-04,1154,north east
2021-03-04,7483,saskatoon
2021-03-04,549,central west
2021-03-04,1214,central east
2021-03-04,5717,regina
2021-03-04,605,south west
2021-03-04,791,south central
2021-03-04,1131,south east
2021-03-04,29220,total
2021-03-05,2081,far north west
2021-03-05,343,far north central
2021-03-05,1829,far north east
2021-03-05,3054,north west
2021-03-05,3286,north central
2021-03-05,1162,north east
2021-03-05,7529,saskatoon
2021-03-05,549,central west
2021-03-05,1233,central east
2021-03-05,5763,regina
2021-03-05,607,south west
2021-03-05,796,south central
2021-03-05,1136,south east
2021-03-05,29432,total
2021-03-06,2090,far north west
2021-03-06,343,far north central
2021-03-06,1843,far north east
2021-03-06,3065,north west
2021-03-06,3309,north central
2021-03-06,1165,north east
2021-03-06,7563,saskatoon
2021-03-06,550,central west
2021-03-06,1245,central east
2021-03-06,5824,regina
2021-03-06,608,south west
2021-03-06,796,south central
2021-03-06,1140,south east
2021-03-06,29593,total
2021-03-07,2096,far north west
2021-03-07,344,far north central
2021-03-07,1846,far north east
2021-03-07,3071,north west
2021-03-07,3317,north central
2021-03-07,1165,north east
2021-03-07,7582,saskatoon
2021-03-07,552,central west
2021-03-07,1253,central east
2021-03-07,5875,regina
2021-03-07,610,south west
2021-03-07,801,south central
2021-03-07,1146,south east
2021-03-07,29709,total
2021-03-08,2097,far north west
2021-03-08,344,far north central
2021-03-08,1851,far north east
2021-03-08,3075,north west
2021-03-08,3327,north central
2021-03-08,1168,north east
2021-03-08,7588,saskatoon
2021-03-08,552,central west
2021-03-08,1265,central east
2021-03-08,5925,regina
2021-03-08,610,south west
2021-03-08,803,south central
2021-03-08,1148,south east
2021-03-08,29807,total
2021-03-09,2102,far north west
2021-03-09,344,far north central
2021-03-09,1860,far north east
2021-03-09,3084,north west
2021-03-09,3332,north central
2021-03-09,1169,north east
2021-03-09,7625,saskatoon
2021-03-09,552,central west
2021-03-09,1268,central east
2021-03-09,5956,regina
2021-03-09,613,south west
2021-03-09,804,south central
2021-03-09,1151,south east
2021-03-09,29918,total
2021-03-10,2105,far north west
2021-03-10,344,far north central
2021-03-10,1864,far north east
2021-03-10,3095,north west
2021-03-10,3336,north central
2021-03-10,1177,north east
2021-03-10,7651,saskatoon
2021-03-10,552,central west
2021-03-10,1276,central east
2021-03-10,5998,regina
2021-03-10,613,south west
2021-03-10,804,south central
2021-03-10,1151,south east
2021-03-10,30029,total
2021-03-11,2108,far north west
2021-03-11,345,far north central
2021-03-11,1890,far north east
2021-03-11,3115,north west
2021-03-11,3354,north central
2021-03-11,1184,north east
2021-03-11,7675,saskatoon
2021-03-11,553,central west
2021-03-11,1285,central east
2021-03-11,6050,regina
2021-03-11,617,south west
2021-03-11,808,south central
2021-03-11,1157,south east
2021-03-11,30193,total
2021-03-12,2109,far north west
2021-03-12,346,far north central
2021-03-12,1900,far north east
2021-03-12,3131,north west
2021-03-12,3365,north central
2021-03-12,1192,north east
2021-03-12,7706,saskatoon
2021-03-12,553,central west
2021-03-12,1303,central east
2021-03-12,6119,regina
2021-03-12,620,south west
2021-03-12,810,south central
2021-03-12,1159,south east
2021-03-12,30369,total
2021-03-13,2111,far north west
2021-03-13,351,far north central
2021-03-13,1908,far north east
2021-03-13,3143,north west
2021-03-13,3369,north central
2021-03-13,1199,north east
2021-03-13,7722,saskatoon
2021-03-13,553,central west
2021-03-13,1316,central east
2021-03-13,6183,regina
2021-03-13,621,south west
2021-03-13,824,south central
2021-03-13,1164,south east
2021-03-13,30522,total
2021-03-14,2111,far north west
2021-03-14,351,far north central
2021-03-14,1914,far north east
2021-03-14,3150,north west
2021-03-14,3370,north central
2021-03-14,1201,north east
2021-03-14,7747,saskatoon
2021-03-14,555,central west
2021-03-14,1331,central east
2021-03-14,6211,regina
2021-03-14,627,south west
2021-03-14,828,south central
2021-03-14,1170,south east
2021-03-14,30620,total
2021-03-15,2111,far north west
2021-03-15,351,far north central
2021-03-15,1917,far north east
2021-03-15,3160,north west
2021-03-15,3375,north central
2021-03-15,1209,north east
2021-03-15,7758,saskatoon
2021-03-15,557,central west
2021-03-15,1341,central east
2021-03-15,6264,regina
2021-03-15,628,south west
2021-03-15,834,south central
2021-03-15,1170,south east
2021-03-15,30727,total
2021-03-16,2113,far north west
2021-03-16,351,far north central
2021-03-16,1924,far north east
2021-03-16,3167,north west
2021-03-16,3376,north central
2021-03-16,1210,north east
2021-03-16,7774,saskatoon
2021-03-16,558,central west
2021-03-16,1345,central east
2021-03-16,6365,regina
2021-03-16,631,south west
2021-03-16,835,south central
2021-03-16,1178,south east
2021-03-16,30883,total
2021-03-17,2115,far north west
2021-03-17,351,far north central
