Date,Population,Region
2021-01-04,0,far north east
2021-01-04,0,north west
2021-01-04,0,north central
2021-01-04,0,north east
2021-01-04,0,saskatoon
2021-01-04,0,central west
2021-01-04,0,central east
2021-01-04,0,regina
2021-01-04,0,south west
2021-01-04,0,south central
2021-01-04,0,south east
2021-01-05,0,far north west
2021-01-05,0,far north central
2021-01-05,0,far north east
2021-01-05,0,north west
2021-01-05,0,north central
2021-01-05,0,north east
2021-01-05,0,saskatoon
2021-01-05,0,central west
2021-01-05,0,central east
2021-01-05,0,regina
2021-01-05,0,south west
2021-01-05,0,south central
2021-01-05,0,south east
2021-01-06,0,far north west
2021-01-06,0,far north central
2021-01-06,0,far north east
2021-01-06,0,north west
2021-01-06,0,north central
2021-01-06,0,north east
2021-01-06,0,saskatoon
2021-01-06,0,central west
2021-01-06,0,central east
2021-01-06,0,regina
2021-01-06,0,south west
2021-01-06,0,south central
2021-01-06,0,south east
2021-01-07,0,far north west
2021-01-07,0,far north central
2021-01-07,0,far north east
2021-01-07,0,north west
2021-01-07,0,north central
2021-01-07,0,north east
2021-01-07,0,saskatoon
2021-01-07,0,central west
2021-01-07,0,central east
2021-01-07,0,regina
2021-01-07,0,south west
2021-01-07,0,south central
2021-01-07,0,south east
2021-01-08,0,far north west
2021-01-08,0,far north central
2021-01-08,0,far north east
2021-01-08,0,north west
2021-01-08,0,north central
2021-01-08,0,north east
2021-01-08,0,saskatoon
2021-01-08,0,central west
2021-01-08,0,central east
2021-01-08,0,regina
2021-01-08,0,south west
2021-01-08,0,south central
2021-01-08,0,south east
2021-01-09,0,far north west
2021-01-09,0,far north central
2021-01-09,0,far north east
2021-01-09,0,north west
2021-01-09,0,north central
2021-01-09,0,north east
2021-01-09,0,saskatoon
2021-01-09,0,central west
2021-01-09,0,central east
2021-01-09,0,regina
2021-01-09,0,south west
2021-01-09,0,south central
2021-01-09,0,south east
2021-01-10,0,far north west
2021-01-10,0,far north central
2021-01-10,0,far north east
2021-01-10,0,north west
2021-01-10,0,north central
2021-01-10,0,north east
2021-01-10,0,saskatoon
2021-01-10,0,central west
2021-01-10,0,central east
2021-01-10,0,regina
2021-01-10,0,south west
2021-01-10,0,south central
2021-01-10,0,south east
2021-01-11,0,far north west
2021-01-11,0,far north central
2021-01-11,0,far north east
2021-01-11,0,north west
2021-01-11,0,north central
2021-01-11,0,north east
2021-01-11,0,saskatoon
2021-01-11,0,central west
2021-01-11,0,central east
2021-01-11,0,regina
2021-01-11,0,south west
2021-01-11,0,south central
2021-01-11,0,south east
2021-01-12,0,far north west
2021-01-12,0,far north central
2021-01-12,0,far north east
2021-01-12,0,north west
2021-01-12,0,north central
2021-01-12,0,north east
2021-01-12,0,saskatoon
2021-01-12,0,central west
2021-01-12,0,central east
2021-01-12,0,regina
2021-01-12,0,south west
2021-01-12,0,south central
2021-01-12,0,south east
2021-01-13,0,far north west
2021-01-13,0,far north central
2021-01-13,0,far north east
2021-01-13,0,north west
2021-01-13,0,north central
2021-01-13,0,north east
2021-01-13,0,saskatoon
2021-01-13,0,central west
2021-01-13,0,central east
2021-01-13,0,regina
2021-01-13,0,south west
2021-01-13,0,south central
2021-01-13,0,south east
2021-01-14,0,far north west
2021-01-14,0,far north central
2021-01-14,0,far north east
2021-01-14,0,north west
2021-01-14,0,north central
2021-01-14,0,north east
2021-01-14,0,saskatoon
2021-01-14,0,central west
2021-01-14,0,central east
2021-01-14,0,regina
2021-01-14,0,south west
2021-01-14,0,south central
2021-01-14,0,south east
2021-01-15,0,far north west
2021-01-15,0,far north central
2021-01-15,0,far north east
2021-01-15,0,north west
2021-01-15,0,north central
2021-01-15,0,north east
2021-01-15,0,saskatoon
2021-01-15,0,central west
2021-01-15,0,central east
2021-01-15,0,regina
2021-01-15,0,south west
2021-01-15,0,south central
2021-01-15,0,south east
2021-01-16,0,far north west
2021-01-16,0,far north central
2021-01-16,0,far north east
2021-01-16,0,north west
2021-01-16,0,north central
2021-01-16,0,north east
2021-01-16,0,saskatoon
2021-01-16,0,central west
2021-01-16,0,central east
2021-01-16,0,regina
2021-01-16,0,south west
2021-01-16,0,south central
2021-01-16,0,south east
2021-01-17,0,far north west
2021-01-17,0,far north central
2021-01-17,0,far north east
2021-01-17,0,north west
2021-01-17,0,north central
2021-01-17,0,north east
2021-01-17,0,saskatoon
2021-01-17,0,central west
2021-01-17,0,central east
2021-01-17,0,regina
2021-01-17,0,south west
2021-01-17,0,south central
2021-01-17,0,south east
2021-01-18,0,far north west
2021-01-18,0,far north central
2021-01-18,0,far north east
2021-01-18,0,north west
2021-01-18,0,north central
2021-01-18,0,north east
2021-01-18,0,saskatoon
2021-01-18,0,central west
2021-01-18,0,central east
2021-01-18,0,regina
2021-01-18,0,south west
2021-01-18,0,south central
2021-01-18,0,south east
2021-01-19,0,far north west
2021-01-19,0,far north central
2021-01-19,0,far north east
2021-01-19,0,north west
2021-01-19,0,north central
2021-01-19,0,north east
2021-01-19,0,saskatoon
2021-01-19,0,central west
2021-01-19,0,central east
2021-01-19,0,regina
2021-01-19,0,south west
2021-01-19,0,south central
2021-01-19,0,south east
2021-01-20,0,far north west
2021-01-20,0,far north central
2021-01-20,0,far north east
2021-01-20,0,north west
2021-01-20,0,north central
2021-01-20,0,north east
2021-01-20,0,saskatoon
2021-01-20,0,central west
2021-01-20,0,central east
2021-01-20,0,regina
2021-01-20,0,south west
2021-01-20,0,south central
2021-01-20,0,south east
2021-01-21,0,far north west
2021-01-21,0,far north central
2021-01-21,0,far north east
2021-01-21,0,north west
2021-01-21,0,north central
2021-01-21,0,north east
2021-01-21,0,saskatoon
2021-01-21,0,central west
2021-01-21,0,central east
2021-01-21,0,regina
2021-01-21,0,south west
2021-01-21,0,south central
2021-01-21,0,south east
2021-01-22,0,far north west
2021-01-22,0,far north central
2021-01-22,0,far north east
2021-01-22,0,north west
2021-01-22,0,north central
2021-01-22,0,north east
2021-01-22,0,saskatoon
2021-01-22,0,central west
2021-01-22,0,central east
2021-01-22,0,regina
2021-01-22,0,south west
2021-01-22,0,south central
2021-01-22,0,south east
2021-01-23,0,far north west
2021-01-23,0,far north central
2021-01-23,0,far north east
2021-01-23,0,north west
2021-01-23,0,north central
2021-01-23,0,north east
2021-01-23,0,saskatoon
2021-01-23,0,central west
2021-01-23,0,central east
2021-01-23,0,regina
2021-01-23,0,south west
2021-01-23,0,south central
2021-01-23,0,south east
2021-01-24,0,far north west
2021-01-24,0,far north central
2021-01-24,0,far north east
2021-01-24,0,north west
2021-01-24,0,north central
2021-01-24,0,north east
2021-01-24,0,saskatoon
2021-01-24,0,central west
2021-01-24,0,central east
2021-01-24,0,regina
2021-01-24,0,south west
2021-01-24,0,south central
2021-01-24,0,south east
2021-01-25,0,far north west
2021-01-25,0,far north central
2021-01-25,0,far north east
2021-01-25,0,north west
2021-01-25,0,north central
2021-01-25,0,north east
2021-01-25,0,saskatoon
2021-01-25,0,central west
2021-01-25,0,central east
2021-01-25,0,regina
2021-01-25,0,south west
2021-01-25,0,south central
2021-01-25,0,south east
2021-01-26,0,far north west
2021-01-26,0,far north central
2021-01-26,0,far north east
2021-01-26,0,north west
2021-01-26,0,north central
2021-01-26,0,north east
2021-01-26,0,saskatoon
2021-01-26,0,central west
2021-01-26,0,central east
2021-01-26,0,regina
2021-01-26,0,south west
2021-01-26,0,south central
2021-01-26,0,south east
2021-01-27,0,far north west
2021-01-27,0,far north central
2021-01-27,0,far north east
2021-01-27,0,north west
2021-01-27,0,north central
2021-01-27,0,north east
2021-01-27,0,saskatoon
2021-01-27,0,central west
2021-01-27,0,central east
2021-01-27,0,regina
2021-01-27,0,south west
2021-01-27,0,south central
2021-01-27,0,south east
2021-01-28,0,far north west
2021-01-28,0,far north central
2021-01-28,0,far north east
2021-01-28,0,north west
2021-01-28,0,north central
2021-01-28,0,north east
2021-01-28,0,saskatoon
2021-01-28,0,central west
2021-01-28,0,central east
2021-01-28,0,regina
2021-01-28,0,south west
2021-01-28,0,south central
2021-01-28,0,south east
2021-01-29,0,far north west
2021-01-29,0,far north central
2021-01-29,0,far north east
2021-01-29,0,north west
2021-01-29,0,north central
2021-01-29,0,north east
2021-01-29,0,saskatoon
2021-01-29,0,central west
2021-01-29,0,central east
2021-01-29,0,regina
2021-01-29,0,south west
2021-01-29,0,south central
2021-01-29,0,south east
2021-01-30,0,far north west
2021-01-30,0,far north central
2021-01-30,0,far north east
2021-01-30,0,north west
2021-01-30,0,north central
2021-01-30,0,north east
2021-01-30,0,saskatoon
2021-01-30,0,central west
2021-01-30,0,central east
2021-01-30,0,regina
2021-01-30,0,south west
2021-01-30,0,south central
2021-01-30,0,south east
2021-01-31,0,far north west
2021-01-31,0,far north central
2021-01-31,0,far north east
2021-01-31,0,north west
2021-01-31,0,north central
2021-01-31,0,north east
2021-01-31,0,saskatoon
2021-01-31,0,central west
2021-01-31,0,central east
2021-01-31,0,regina
2021-01-31,0,south west
2021-01-31,0,south central
2021-01-31,0,south east
2021-02-01,0,far north west
2021-02-01,0,far north central
2021-02-01,0,far north east
2021-02-01,0,north west
2021-02-01,0,north central
2021-02-01,0,north east
2021-02-01,0,saskatoon
2021-02-01,0,central west
2021-02-01,0,central east
2021-02-01,0,regina
2021-02-01,0,south west
2021-02-01,0,south central
2021-02-01,0,south east
2021-02-02,0,far north west
2021-02-02,0,far north central
2021-02-02,0,far north east
2021-02-02,0,north west
2021-02-02,0,north central
2021-02-02,0,north east
2021-02-02,0,saskatoon
2021-02-02,0,central west
2021-02-02,0,central east
2021-02-02,0,regina
2021-02-02,0,south west
2021-02-02,0,south central
2021-02-02,0,south east
2021-02-03,0,far north west
2021-02-03,0,far north central
2021-02-03,0,far north east
2021-02-03,0,north west
2021-02-03,0,north central
2021-02-03,0,north east
2021-02-03,0,saskatoon
2021-02-03,0,central west
2021-02-03,0,central east
2021-02-03,0,regina
2021-02-03,0,south west
2021-02-03,0,south central
2021-02-03,0,south east
2021-02-04,0,far north west
2021-02-04,0,far north central
2021-02-04,0,far north east
2021-02-04,0,north west
2021-02-04,0,north central
2021-02-04,0,north east
2021-02-04,0,saskatoon
2021-02-04,0,central west
2021-02-04,0,central east
2021-02-04,0,regina
2021-02-04,0,south west
2021-02-04,0,south central
2021-02-04,0,south east
2021-02-05,0,far north west
2021-02-05,0,far north central
2021-02-05,0,far north east
2021-02-05,0,north west
2021-02-05,0,north central
2021-02-05,0,north east
2021-02-05,0,saskatoon
2021-02-05,0,central west
2021-02-05,0,central east
2021-02-05,0,regina
2021-02-05,0,south west
2021-02-05,0,south central
2021-02-05,0,south east
2021-02-06,0,far north west
2021-02-06,0,far north central
2021-02-06,0,far north east
2021-02-06,0,north west
2021-02-06,0,north central
2021-02-06,0,north east
2021-02-06,0,saskatoon
2021-02-06,0,central west
2021-02-06,0,central east
2021-02-06,0,regina
2021-02-06,0,south west
2021-02-06,0,south central
2021-02-06,0,south east
2021-02-07,0,far north west
2021-02-07,0,far north central
2021-02-07,0,far north east
2021-02-07,0,north west
2021-02-07,0,north central
2021-02-07,0,north east
2021-02-07,0,saskatoon
2021-02-07,0,central west
2021-02-07,0,central east
2021-02-07,0,regina
2021-02-07,0,south west
2021-02-07,0,south central
2021-02-07,0,south east
2021-02-08,0,far north west
2021-02-08,0,far north central
2021-02-08,0,far north east
2021-02-08,0,north west
2021-02-08,0,north central
2021-02-08,0,north east
2021-02-08,0,saskatoon
2021-02-08,0,central west
2021-02-08,0,central east
2021-02-08,0,regina
2021-02-08,0,south west
2021-02-08,0,south central
2021-02-08,0,south east
2021-02-09,0,far north west
2021-02-09,0,far north central
2021-02-09,0,far north east
2021-02-09,0,north west
2021-02-09,0,north central
2021-02-09,0,north east
2021-02-09,0,saskatoon
2021-02-09,0,central west
2021-02-09,0,central east
2021-02-09,0,regina
2021-02-09,0,south west
2021-02-09,0,south central
2021-02-09,0,south east
2021-02-10,0,far north west
2021-02-10,0,far north central
2021-02-10,0,far north east
2021-02-10,0,north west
2021-02-10,0,north central
2021-02-10,0,north east
2021-02-10,0,saskatoon
2021-02-10,0,central west
2021-02-10,0,central east
2021-02-10,0,regina
2021-02-10,0,south west
2021-02-10,0,south central
2021-02-10,0,south east
2021-02-11,0,far north west
2021-02-11,0,far north central
2021-02-11,0,far north east
2021-02-11,0,north west
2021-02-11,0,north central
2021-02-11,0,north east
2021-02-11,0,saskatoon
2021-02-11,0,central west
2021-02-11,0,central east
2021-02-11,0,regina
2021-02-11,0,south west
2021-02-11,0,south central
2021-02-11,0,south east
2021-02-12,0,far north west
2021-02-12,0,far north central
2021-02-12,0,far north east
2021-02-12,0,north west
2021-02-12,0,north central
2021-02-12,0,north east
2021-02-12,0,saskatoon
2021-02-12,0,central west
2021-02-12,0,central east
2021-02-12,0,regina
2021-02-12,0,south west
2021-02-12,0,south central
2021-02-12,0,south east
2021-02-13,0,far north west
2021-02-13,0,far north central
2021-02-13,0,far north east
2021-02-13,0,north west
2021-02-13,0,north central
2021-02-13,0,north east
2021-02-13,0,saskatoon
2021-02-13,0,central west
2021-02-13,0,central east
2021-02-13,0,regina
2021-02-13,0,south west
2021-02-13,0,south central
2021-02-13,0,south east
2021-02-14,0,far north west
2021-02-14,0,far north central
2021-02-14,0,far north east
2021-02-14,0,north west
2021-02-14,0,north central
2021-02-14,0,north east
2021-02-14,0,saskatoon
2021-02-14,0,central west
2021-02-14,0,central east
2021-02-14,0,regina
2021-02-14,0,south west
2021-02-14,0,south central
2021-02-14,0,south east
2021-02-15,0,far north west
2021-02-15,0,far north central
2021-02-15,0,far north east
2021-02-15,0,north west
2021-02-15,0,north central
2021-02-15,0,north east
2021-02-15,0,saskatoon
2021-02-15,0,central west
2021-02-15,0,central east
2021-02-15,0,regina
2021-02-15,0,south west
2021-02-15,0,south central
2021-02-15,0,south east
2021-02-16,0,far north west
2021-02-16,0,far north central
2021-02-16,0,far north east
2021-02-16,0,north west
2021-02-16,0,north central
2021-02-16,0,north east
2021-02-16,0,saskatoon
2021-02-16,0,central west
2021-02-16,0,central east
2021-02-16,0,regina
2021-02-16,0,south west
2021-02-16,0,south central
2021-02-16,0,south east
2021-02-17,0,far north west
2021-02-17,0,far north central
2021-02-17,0,far north east
2021-02-17,0,north west
2021-02-17,0,north central
2021-02-17,0,north east
2021-02-17,0,saskatoon
2021-02-17,0,central west
2021-02-17,0,central east
2021-02-17,0,regina
2021-02-17,0,south west
2021-02-17,0,south central
2021-02-17,0,south east
2021-02-18,0,far north west
2021-02-18,0,far north central
2021-02-18,0,far north east
2021-02-18,0,north west
2021-02-18,0,north central
2021-02-18,0,north east
2021-02-18,0,saskatoon
2021-02-18,0,central west
2021-02-18,0,central east
2021-02-18,0,regina
2021-02-18,0,south west
2021-02-18,0,south central
2021-02-18,0,south east
2021-02-19,0,far north west
2021-02-19,0,far north central
2021-02-19,0,far north east
2021-02-19,0,north west
2021-02-19,0,north central
2021-02-19,0,north east
2021-02-19,0,saskatoon
2021-02-19,0,central west
2021-02-19,0,central east
2021-02-19,0,regina
2021-02-19,0,south west
2021-02-19,0,south central
2021-02-19,0,south east
2021-02-20,0,far north west
2021-02-20,0,far north central
2021-02-20,0,far north east
2021-02-20,0,north west
2021-02-20,0,north central
2021-02-20,0,north east
2021-02-20,0,saskatoon
2021-02-20,0,central west
2021-02-20,0,central east
2021-02-20,0,regina
2021-02-20,0,south west
2021-02-20,0,south central
2021-02-20,0,south east
2021-02-21,0,far north west
2021-02-21,0,far north central
2021-02-21,0,far north east
2021-02-21,0,north west
2021-02-21,0,north central
2021-02-21,0,north east
2021-02-21,0,saskatoon
2021-02-21,0,central west
2021-02-21,0,central east
2021-02-21,0,regina
2021-02-21,0,south west
2021-02-21,0,south central
2021-02-21,0,south east
2021-02-22,0,far north west
2021-02-22,0,far north central
2021-02-22,0,far north east
2021-02-22,0,north west
2021-02-22,0,north central
2021-02-22,0,north east
2021-02-22,0,saskatoon
2021-02-22,0,central west
2021-02-22,0,central east
2021-02-22,0,regina
2021-02-22,0,south west
2021-02-22,0,south central
2021-02-22,0,south east
2021-02-23,0,far north west
2021-02-23,0,far north central
2021-02-23,0,far north east
2021-02-23,0,north west
2021-02-23,0,north central
2021-02-23,0,north east
2021-02-23,0,saskatoon
2021-02-23,0,central west
2021-02-23,0,central east
2021-02-23,0,regina
2021-02-23,0,south west
2021-02-23,0,south central
2021-02-23,0,south east
2021-02-24,0,far north west
2021-02-24,0,far north central
2021-02-24,0,far north east
2021-02-24,0,north west
2021-02-24,0,north central
2021-02-24,0,north east
2021-02-24,0,saskatoon
2021-02-24,0,central west
2021-02-24,0,central east
2021-02-24,0,regina
2021-02-24,0,south west
2021-02-24,0,south central
2021-02-24,0,south east
2021-02-25,0,far north west
2021-02-25,0,far north central
2021-02-25,0,far north east
2021-02-25,0,north west
2021-02-25,0,north central
2021-02-25,0,north east
2021-02-25,0,saskatoon
2021-02-25,0,central west
2021-02-25,0,central east
2021-02-25,0,regina
2021-02-25,0,south west
2021-02-25,0,south central
2021-02-25,0,south east
2021-02-26,0,far north west
2021-02-26,0,far north central
2021-02-26,0,far north east
2021-02-26,0,north west
2021-02-26,0,north central
2021-02-26,0,north east
2021-02-26,0,saskatoon
2021-02-26,0,central west
2021-02-26,0,central east
2021-02-26,0,regina
2021-02-26,0,south west
2021-02-26,0,south central
2021-02-26,0,south east
2021-02-27,0,far north west
2021-02-27,0,far north central
2021-02-27,0,far north east
2021-02-27,0,north west
2021-02-27,0,north central
2021-02-27,0,north east
2021-02-27,0,saskatoon
2021-02-27,0,central west
2021-02-27,0,central east
2021-02-27,0,regina
2021-02-27,0,south west
2021-02-27,0,south central
2021-02-27,0,south east
2021-02-28,0,far north west
2021-02-28,0,far north central
2021-02-28,0,far north east
2021-02-28,0,north west
2021-02-28,0,north central
2021-02-28,0,north east
2021-02-28,0,saskatoon
2021-02-28,0,central west
2021-02-28,0,central east
2021-02-28,0,regina
2021-02-28,0,south west
2021-02-28,0,south central
2021-02-28,0,south east
2021-03-01,0,far north west
2021-03-01,0,far north central
2021-03-01,0,far north east
2021-03-01,0,north west
2021-03-01,0,north central
2021-03-01,0,north east
2021-03-01,0,saskatoon
2021-03-01,0,central west
2021-03-01,0,central east
2021-03-01,0,regina
2021-03-01,0,south west
2021-03-01,0,south central
2021-03-01,0,south east
2021-03-02,0,far north west
2021-03-02,0,far north central
2021-03-02,0,far north east
2021-03-02,0,north west
2021-03-02,0,north central
2021-03-02,0,north east
2021-03-02,0,saskatoon
2021-03-02,0,central west
2021-03-02,0,central east
2021-03-02,0,regina
2021-03-02,0,south west
2021-03-02,0,south central
2021-03-02,0,south east
2021-03-03,0,far north west
2021-03-03,0,far north central
2021-03-03,0,far north east
2021-03-03,0,north west
2021-03-03,0,north central
2021-03-03,0,north east
2021-03-03,0,saskatoon
2021-03-03,0,central west
2021-03-03,0,central east
2021-03-03,0,regina
2021-03-03,0,south west
2021-03-03,0,south central
2021-03-03,0,south east
2021-03-04,0,far north west
2021-03-04,0,far north central
2021-03-04,0,far north east
2021-03-04,0,north west
2021-03-04,0,north central
2021-03-04,0,north east
2021-03-04,0,saskatoon
2021-03-04,0,central west
2021-03-04,0,central east
2021-03-04,0,regina
2021-03-04,0,south west
2021-03-04,0,south central
2021-03-04,0,south east
2021-03-05,1605,far north west
2021-03-05,371,far north central
2021-03-05,1646,far north east
2021-03-05,4959,north west
2021-03-05,6312,north central
2021-03-05,1594,north east
2021-03-05,8298,saskatoon
2021-03-05,2236,central west
2021-03-05,5594,central east
2021-03-05,7928,regina
2021-03-05,1666,south west
2021-03-05,2616,south central
2021-03-05,4533,south east
2021-03-06,1610,far north west
2021-03-06,371,far north central
2021-03-06,1648,far north east
2021-03-06,5287,north west
2021-03-06,6410,north central
2021-03-06,1609,north east
2021-03-06,8784,saskatoon
2021-03-06,2251,central west
2021-03-06,5828,central east
2021-03-06,8962,regina
2021-03-06,1679,south west
2021-03-06,2715,south central
2021-03-06,4591,south east
2021-03-07,1610,far north west
2021-03-07,372,far north central
2021-03-07,1652,far north east
2021-03-07,5482,north west
2021-03-07,6893,north central
2021-03-07,1619,north east
2021-03-07,8922,saskatoon
2021-03-07,2255,central west
2021-03-07,5839,central east
2021-03-07,9589,regina
2021-03-07,1684,south west
2021-03-07,2726,south central
2021-03-07,4616,south east
2021-03-08,1612,far north west
2021-03-08,372,far north central
2021-03-08,1653,far north east
2021-03-08,5487,north west
2021-03-08,7288,north central
2021-03-08,1623,north east
2021-03-08,9002,saskatoon
2021-03-08,2255,central west
2021-03-08,5840,central east
2021-03-08,9589,regina
2021-03-08,1684,south west
2021-03-08,2726,south central
2021-03-08,4616,south east
2021-03-09,1614,far north west
2021-03-09,374,far north central
2021-03-09,1662,far north east
2021-03-09,5627,north west
2021-03-09,8009,north central
2021-03-09,1637,north east
2021-03-09,9519,saskatoon
2021-03-09,2263,central west
2021-03-09,5899,central east
2021-03-09,9596,regina
2021-03-09,1704,south west
2021-03-09,2733,south central
2021-03-09,4672,south east
2021-03-10,1618,far north west
2021-03-10,376,far north central
2021-03-10,1665,far north east
2021-03-10,6084,north west
2021-03-10,8389,north central
2021-03-10,1653,north east
2021-03-10,10277,saskatoon
2021-03-10,2281,central west
2021-03-10,5947,central east
2021-03-10,9610,regina
2021-03-10,1830,south west
2021-03-10,2747,south central
2021-03-10,4732,south east
2021-03-11,1620,far north west
2021-03-11,376,far north central
2021-03-11,1672,far north east
2021-03-11,6492,north west
2021-03-11,8582,north central
2021-03-11,1657,north east
2021-03-11,10995,saskatoon
2021-03-11,2290,central west
2021-03-11,5960,central east
2021-03-11,9816,regina
2021-03-11,1893,south west
2021-03-11,2752,south central
2021-03-11,4799,south east
2021-03-12,1627,far north west
2021-03-12,377,far north central
2021-03-12,1681,far north east
2021-03-12,6549,north west
2021-03-12,9517,north central
2021-03-12,1727,north east
2021-03-12,11911,saskatoon
2021-03-12,2296,central west
2021-03-12,6000,central east
2021-03-12,10634,regina
2021-03-12,1986,south west
2021-03-12,2779,south central
2021-03-12,4980,south east
2021-03-13,1629,far north west
2021-03-13,380,far north central
2021-03-13,1686,far north east
2021-03-13,6744,north west
2021-03-13,9619,north central
2021-03-13,1746,north east
2021-03-13,12755,saskatoon
2021-03-13,2328,central west
2021-03-13,6037,central east
2021-03-13,11058,regina
2021-03-13,1988,south west
2021-03-13,2795,south central
2021-03-13,5052,south east
2021-03-14,1634,far north west
2021-03-14,380,far north central
2021-03-14,1688,far north east
2021-03-14,6762,north west
2021-03-14,9702,north central
2021-03-14,1755,north east
2021-03-14,13594,saskatoon
2021-03-14,2348,central west
2021-03-14,6053,central east
2021-03-14,11316,regina
2021-03-14,1991,south west
2021-03-14,2798,south central
2021-03-14,5066,south east
2021-03-15,1636,far north west
2021-03-15,381,far north central
2021-03-15,1691,far north east
2021-03-15,6794,north west
2021-03-15,9847,north central
2021-03-15,1778,north east
2021-03-15,14456,saskatoon
2021-03-15,2378,central west
2021-03-15,6075,central east
2021-03-15,11621,regina
2021-03-15,1995,south west
2021-03-15,2803,south central
2021-03-15,5075,south east
2021-03-16,1645,far north west
2021-03-16,381,far north central
2021-03-16,1709,far north east
2021-03-16,7135,north west
2021-03-16,9965,north central
2021-03-16,1839,north east
2021-03-16,15243,saskatoon
2021-03-16,2391,central west
2021-03-16,6106,central east
2021-03-16,11964,regina
2021-03-16,2034,south west
2021-03-16,2809,south central
2021-03-16,5100,south east
2021-03-17,1649,far north west
2021-03-17,385,far north central
2021-03-17,1758,far north east
2021-03-17,7715,north west
2021-03-17,10095,north central
2021-03-17,1907,north east
2021-03-17,15723,saskatoon
2021-03-17,2433,central west
2021-03-17,6201,central east
2021-03-17,13116,regina
2021-03-17,2151,south west
2021-03-17,3059,south central
2021-03-17,5202,south east
2021-03-18,1932,far north west
2021-03-18,385,far north central
2021-03-18,1800,far north east
2021-03-18,7992,north west
2021-03-18,10130,north central
2021-03-18,2032,north east
2021-03-18,16215,saskatoon
2021-03-18,2474,central west
2021-03-18,6251,central east
2021-03-18,15061,regina
2021-03-18,2218,south west
2021-03-18,3157,south central
2021-03-18,5311,south east
2021-03-19,2028,far north west
2021-03-19,384,far north central
2021-03-19,1843,far north east
2021-03-19,8257,north west
2021-03-19,10339,north central
2021-03-19,2235,north east
2021-03-19,16888,saskatoon
2021-03-19,2490,central west
2021-03-19,6348,central east
2021-03-19,17093,regina
2021-03-19,2544,south west
2021-03-19,3238,south central
2021-03-19,5458,south east
2021-03-20,2300,far north west
2021-03-20,386,far north central
2021-03-20,1976,far north east
2021-03-20,8402,north west
2021-03-20,10393,north central
2021-03-20,2406,north east
2021-03-20,17400,saskatoon
2021-03-20,2651,central west
2021-03-20,7214,central east
2021-03-20,19449,regina
2021-03-20,2755,south west
2021-03-20,3507,south central
2021-03-20,6526,south east
2021-03-21,2439,far north west
2021-03-21,387,far north central
2021-03-21,2054,far north east
2021-03-21,8419,north west
2021-03-21,10436,north central
2021-03-21,2462,north east
2021-03-21,18275,saskatoon
2021-03-21,2825,central west
2021-03-21,8045,central east
2021-03-21,21675,regina
2021-03-21,2881,south west
2021-03-21,4176,south central
2021-03-21,7049,south east
2021-03-22,2453,far north west
2021-03-22,387,far north central
2021-03-22,2138,far north east
2021-03-22,8430,north west
2021-03-22,10460,north central
2021-03-22,2475,north east
2021-03-22,18852,saskatoon
2021-03-22,2853,central west
2021-03-22,8338,central east
2021-03-22,23651,regina
2021-03-22,2898,south west
2021-03-22,4553,south central
2021-03-22,7388,south east
2021-03-23,2475,far north west
2021-03-23,387,far north central
2021-03-23,2150,far north east
2021-03-23,8496,north west
2021-03-23,10476,north central
2021-03-23,2496,north east
2021-03-23,19416,saskatoon
2021-03-23,3066,central west
2021-03-23,8795,central east
2021-03-23,26531,regina
2021-03-23,2929,south west
2021-03-23,4682,south central
2021-03-23,7773,south east
2021-03-24,2625,far north west
2021-03-24,387,far north central
2021-03-24,2153,far north east
2021-03-24,8959,north west
2021-03-24,10512,north central
2021-03-24,2604,north east
2021-03-24,20309,saskatoon
2021-03-24,3374,central west
2021-03-24,9193,central east
2021-03-24,28783,regina
2021-03-24,2950,south west
2021-03-24,4826,south central
2021-03-24,8453,south east
2021-03-25,2671,far north west
2021-03-25,387,far north central
2021-03-25,2156,far north east
2021-03-25,8971,north west
2021-03-25,10533,north central
2021-03-25,3337,north east
2021-03-25,21479,saskatoon
2021-03-25,3438,central west
2021-03-25,9469,central east
2021-03-25,29830,regina
2021-03-25,2952,south west
2021-03-25,4841,south central
2021-03-25,8560,south east
2021-03-26,2788,far north west
2021-03-26,387,far north central
2021-03-26,2238,far north east
2021-03-26,10279,north west
2021-03-26,10591,north central
2021-03-26,3499,north east
2021-03-26,23008,saskatoon
2021-03-26,3852,central west
2021-03-26,9920,central east
2021-03-26,32574,regina
2021-03-26,3017,south west
2021-03-26,5152,south central
2021-03-26,9133,south east
2021-03-27,2976,far north west
2021-03-27,391,far north central
2021-03-27,2282,far north east
2021-03-27,10579,north west
2021-03-27,10648,north central
2021-03-27,3772,north east
2021-03-27,24902,saskatoon
2021-03-27,3950,central west
2021-03-27,10197,central east
2021-03-27,33874,regina
2021-03-27,3031,south west
2021-03-27,5229,south central
2021-03-27,9201,south east
2021-03-28,2988,far north west
2021-03-28,391,far north central
2021-03-28,2295,far north east
2021-03-28,10777,north west
2021-03-28,10745,north central
2021-03-28,3787,north east
2021-03-28,26762,saskatoon
2021-03-28,3976,central west
2021-03-28,10870,central east
2021-03-28,34412,regina
2021-03-28,3036,south west
2021-03-28,5795,south central
2021-03-28,9271,south east
2021-03-29,2998,far north west
2021-03-29,391,far north central
2021-03-29,2308,far north east
2021-03-29,10829,north west
2021-03-29,11137,north central
2021-03-29,3863,north east
2021-03-29,28098,saskatoon
2021-03-29,4005,central west
