Date,Region,"Total Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"New Cases","Age 4 and Under","Age 5 to 11","Age 12 to 19","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2021/08/30,"North West",,32,,,,,3,,,,,,,
2021/08/30,"North West",,37,,,,,8,,,,,,,
2021/08/30,"North Central",5117,108,20,5,4759,68,11,,,,,,,
2021/08/30,"North Central",,163,,,,,9,,,,,,,
2021/08/30,"North Central",,19,,,,,2,,,,,,,
2021/08/30,"North East",1884,85,2,0,1723,13,10,,,,,,,
2021/08/30,"North East",,31,,,,,3,,,,,,,
2021/08/30,"North East",,32,,,,,1,,,,,,,
2021/08/30,Saskatoon,12904,652,38,15,12135,117,62,,,,,,,
2021/08/30,"Central West",932,46,0,0,871,6,4,,,,,,,
2021/08/30,"Central West",,9,,,,,0,,,,,,,
2021/08/30,"Central East",2586,18,0,0,2505,19,1,,,,,,,
2021/08/30,"Central East",,6,,,,,1,,,,,,,
2021/08/30,"Central East",,9,,,,,1,,,,,,,
2021/08/30,"Central East",,10,,,,,0,,,,,,,
2021/08/30,"Central East",,19,,,,,0,,,,,,,
2021/08/30,Regina,12450,106,14,6,12187,157,8,,,,,,,
2021/08/30,"South West",1267,24,0,0,1220,8,0,,,,,,,
2021/08/30,"South West",,15,,,,,2,,,,,,,
2021/08/30,"South Central",2041,12,1,1,1984,25,1,,,,,,,
2021/08/30,"South Central",,20,,,,,1,,,,,,,
2021/08/30,"South East",3015,10,1,0,2902,48,0,,,,,,,
2021/08/30,"South East",,14,,,,,2,,,,,,,
2021/08/30,"South East",,19,,,,,4,,,,,,,
2021/08/30,"South East",,22,,,,,2,,,,,,,
2021/08/30,Total,54076,2068,84,27,51407,601,200,,,,19798,12947,5637,1591
2021/08/31,"Far North West",3194,61,1,0,3065,34,5,,,,,,,
2021/08/31,"Far North West",,34,,,,,3,,,,,,,
2021/08/31,"Far North Central",482,24,0,0,455,3,0,,,,,,,
2021/08/31,"Far North East",2882,119,0,0,2661,20,30,,,,,,,
2021/08/31,"Far North East",,82,,,,,15,,,,,,,
2021/08/31,"North West",5169,8,5,2,4839,84,1,,,,,,,
2021/08/31,"North West",,162,,,,,24,,,,,,,
2021/08/31,"North West",,35,,,,,7,,,,,,,
2021/08/31,"North West",,41,,,,,4,,,,,,,
2021/08/31,"North Central",5166,113,29,5,4779,69,15,,,,,,,
2021/08/31,"North Central",,183,,,,,22,,,,,,,
2021/08/31,"North Central",,22,,,,,3,,,,,,,
2021/08/31,"North East",1898,76,6,0,1740,13,4,,,,,,,
2021/08/31,"North East",,33,,,,,2,,,,,,,
2021/08/31,"North East",,36,,,,,6,,,,,,,
2021/08/31,Saskatoon,12981,692,41,14,12172,117,72,,,,,,,
2021/08/31,"Central West",940,51,0,0,872,6,5,,,,,,,
2021/08/31,"Central West",,11,,,,,2,,,,,,,
2021/08/31,"Central East",2600,22,0,1,2511,19,5,,,,,,,
2021/08/31,"Central East",,6,,,,,0,,,,,,,
2021/08/31,"Central East",,11,,,,,2,,,,,,,
2021/08/31,"Central East",,15,,,,,5,,,,,,,
2021/08/31,"Central East",,16,,,,,0,,,,,,,
2021/08/31,Regina,12461,113,14,5,12191,157,10,,,,,,,
2021/08/31,"South West",1277,22,1,1,1226,8,1,,,,,,,
2021/08/31,"South West",,21,,,,,6,,,,,,,
2021/08/31,"South Central",2043,11,2,2,1987,25,1,,,,,,,
2021/08/31,"South Central",,20,,,,,1,,,,,,,
2021/08/31,"South East",3018,12,1,0,2906,48,2,,,,,,,
2021/08/31,"South East",,11,,,,,0,,,,,,,
2021/08/31,"South East",,19,,,,,0,,,,,,,
2021/08/31,"South East",,22,,,,,1,,,,,,,
2021/08/31,Total,54367,2204,100,30,51560,603,274,,,,19913,13017,5666,1595
2021/09/01,"Far North West",3207,67,1,0,3069,34,8,,,,,,,
2021/09/01,"Far North West",,37,,,,,5,,,,,,,
2021/09/01,"Far North Central",486,26,0,0,456,4,4,,,,,,,
2021/09/01,"Far North East",2951,125,0,0,2665,20,8,,,,,,,
2021/09/01,"Far North East",,141,,,,,61,,,,,,,
2021/09/01,"North West",5185,6,6,2,4850,84,0,,,,,,,
2021/09/01,"North West",,164,,,,,5,,,,,,,
2021/09/01,"North West",,38,,,,,2,,,,,,,
2021/09/01,"North West",,43,,,,,2,,,,,,,
2021/09/01,"North Central",5210,124,29,6,4800,69,16,,,,,,,
2021/09/01,"North Central",,192,,,,,19,,,,,,,
2021/09/01,"North Central",,25,,,,,3,,,,,,,
2021/09/01,"North East",1905,71,5,0,1759,14,6,,,,,,,
2021/09/01,"North East",,30,,,,,0,,,,,,,
2021/09/01,"North East",,31,,,,,1,,,,,,,
2021/09/01,Saskatoon,13077,735,44,11,12225,117,95,,,,,,,
2021/09/01,"Central West",945,56,0,0,872,6,5,,,,,,,
2021/09/01,"Central West",,11,,,,,0,,,,,,,
2021/09/01,"Central East",2606,20,3,1,2519,19,0,,,,,,,
2021/09/01,"Central East",,9,,,,,4,,,,,,,
2021/09/01,"Central East",,9,,,,,0,,,,,,,
2021/09/01,"Central East",,16,,,,,2,,,,,,,
2021/09/01,"Central East",,14,,,,,0,,,,,,,
2021/09/01,Regina,12480,122,12,6,12199,159,19,,,,,,,
2021/09/01,"South West",1281,23,1,1,1230,8,2,,,,,,,
2021/09/01,"South West",,20,,,,,1,,,,,,,
2021/09/01,"South Central",2045,8,1,3,1992,25,0,,,,,,,
2021/09/01,"South Central",,20,,,,,2,,,,,,,
2021/09/01,"South East",3030,10,2,0,2910,48,0,,,,,,,
2021/09/01,"South East",,13,,,,,3,,,,,,,
2021/09/01,"South East",,25,,,,,6,,,,,,,
2021/09/01,"South East",,24,,,,,2,,,,,,,
2021/09/01,Total,54688,2372,104,30,51709,607,327,,,,20026,13078,5709,1604
2021/09/02,"Far North West",3236,72,2,0,3084,34,4,,,,,,,
2021/09/02,"Far North West",,46,,,,,11,,,,,,,
2021/09/02,"Far North Central",493,32,0,0,457,4,2,,,,,,,
2021/09/02,"Far North East",2984,140,0,0,2671,20,16,,,,,,,
2021/09/02,"Far North East",,153,,,,,15,,,,,,,
2021/09/02,"North West",5248,8,6,1,4863,84,2,,,,,,,
2021/09/02,"North West",,194,,,,,37,,,,,,,
2021/09/02,"North West",,54,,,,,10,,,,,,,
2021/09/02,"North West",,45,,,,,1,,,,,,,
2021/09/02,"North Central",5258,140,26,5,4817,69,16,,,,,,,
2021/09/02,"North Central",,198,,,,,15,,,,,,,
2021/09/02,"North Central",,34,,,,,9,,,,,,,
2021/09/02,"North East",1914,64,5,0,1777,14,2,,,,,,,
2021/09/02,"North East",,29,,,,,3,,,,,,,
2021/09/02,"North East",,30,,,,,2,,,,,,,
2021/09/02,Saskatoon,13136,724,48,10,12294,118,59,,,,,,,
2021/09/02,"Central West",948,56,1,0,879,6,3,,,,,,,
2021/09/02,"Central West",,7,,,,,0,,,,,,,
2021/09/02,"Central East",2613,20,5,1,2529,19,2,,,,,,,
2021/09/02,"Central East",,9,,,,,2,,,,,,,
2021/09/02,"Central East",,9,,,,,1,,,,,,,
2021/09/02,"Central East",,14,,,,,0,,,,,,,
2021/09/02,"Central East",,13,,,,,0,,,,,,,
2021/09/02,Regina,12496,130,12,5,12207,159,14,,,,,,,
2021/09/02,"South West",1281,21,3,1,1234,8,0,,,,,,,
2021/09/02,"South West",,18,,,,,0,,,,,,,
2021/09/02,"South Central",2047,8,1,0,1993,25,1,,,,,,,
2021/09/02,"South Central",,21,,,,,1,,,,,,,
2021/09/02,"South East",3048,11,2,0,2915,48,2,,,,,,,
2021/09/02,"South East",,14,,,,,2,,,,,,,
2021/09/02,"South East",,34,,,,,11,,,,,,,
2021/09/02,"South East",,26,,,,,3,,,,,,,
2021/09/02,Total,54953,2466,111,23,51879,608,271,,,,20128,13140,5732,1609
2021/09/03,"Far North West",3259,63,2,0,3106,34,10,,,,,,,
2021/09/03,"Far North West",,56,,,,,10,,,,,,,
2021/09/03,"Far North Central",493,29,0,0,460,4,0,,,,,,,
2021/09/03,"Far North East",3006,146,0,0,2684,20,8,,,,,,,
2021/09/03,"Far North East",,156,,,,,7,,,,,,,
2021/09/03,"North West",5303,11,11,1,4879,84,3,,,,,,,
2021/09/03,"North West",,213,,,,,31,,,,,,,
2021/09/03,"North West",,63,,,,,9,,,,,,,
2021/09/03,"North West",,53,,,,,7,,,,,,,
2021/09/03,"North Central",5317,154,24,6,4841,69,16,,,,,,,
2021/09/03,"North Central",,208,,,,,20,,,,,,,
2021/09/03,"North Central",,45,,,,,11,,,,,,,
2021/09/03,"North East",1936,73,5,0,1777,16,8,,,,,,,
2021/09/03,"North East",,36,,,,,8,,,,,,,
2021/09/03,"North East",,34,,,,,5,,,,,,,
2021/09/03,Saskatoon,13275,811,47,10,12346,118,131,,,,,,,
2021/09/03,"Central West",971,71,0,0,884,6,20,,,,,,,
2021/09/03,"Central West",,10,,,,,3,,,,,,,
2021/09/03,"Central East",2627,24,5,1,2531,19,3,,,,,,,
2021/09/03,"Central East",,11,,,,,1,,,,,,,
2021/09/03,"Central East",,10,,,,,2,,,,,,,
2021/09/03,"Central East",,15,,,,,1,,,,,,,
2021/09/03,"Central East",,17,,,,,4,,,,,,,
2021/09/03,Regina,12520,149,13,5,12212,159,23,,,,,,,
2021/09/03,"South West",1294,31,2,0,1234,8,8,,,,,,,
2021/09/03,"South West",,21,,,,,2,,,,,,,
2021/09/03,"South Central",2057,8,1,0,1994,25,0,,,,,,,
2021/09/03,"South Central",,30,,,,,9,,,,,,,
2021/09/03,"South East",3061,13,2,0,2921,48,3,,,,,,,
2021/09/03,"South East",,19,,,,,5,,,,,,,
2021/09/03,"South East",,39,,,,,5,,,,,,,
2021/09/03,"South East",,21,,,,,0,,,,,,,
2021/09/03,Total,55396,2756,112,23,52030,610,419,,,,20280,13238,5770,1613
2021/09/04,"Far North West",3283,67,2,0,3111,34,8,,,,,,,
2021/09/04,"Far North West",,71,,,,,15,,,,,,,
2021/09/04,"Far North Central",494,29,0,0,461,4,1,,,,,,,
2021/09/04,"Far North East",3037,150,0,0,2716,20,15,,,,,,,
2021/09/04,"Far North East",,151,,,,,15,,,,,,,
2021/09/04,"North West",5330,14,12,1,4901,84,4,,,,,,,
2021/09/04,"North West",,221,,,,,17,,,,,,,
2021/09/04,"North West",,63,,,,,4,,,,,,,
2021/09/04,"North West",,47,,,,,1,,,,,,,
2021/09/04,"North Central",5408,201,24,4,4863,69,47,,,,,,,
2021/09/04,"North Central",,222,,,,,17,,,,,,,
2021/09/04,"North Central",,53,,,,,9,,,,,,,
2021/09/04,"North East",1954,67,5,0,1790,16,5,,,,,,,
2021/09/04,"North East",,45,,,,,9,,,,,,,
2021/09/04,"North East",,36,,,,,3,,,,,,,
2021/09/04,Saskatoon,13386,840,52,11,12428,118,110,,,,,,,
2021/09/04,"Central West",973,66,0,0,890,6,1,,,,,,,
2021/09/04,"Central West",,11,,,,,1,,,,,,,
2021/09/04,"Central East",2639,28,4,1,2536,19,8,,,,,,,
2021/09/04,"Central East",,11,,,,,0,,,,,,,
2021/09/04,"Central East",,11,,,,,1,,,,,,,
2021/09/04,"Central East",,18,,,,,3,,,,,,,
2021/09/04,"Central East",,16,,,,,0,,,,,,,
2021/09/04,Regina,12541,162,12,5,12220,159,21,,,,,,,
2021/09/04,"South West",1300,32,3,0,1239,8,5,,,,,,,
2021/09/04,"South West",,21,,,,,0,,,,,,,
2021/09/04,"South Central",2060,9,1,0,1996,25,1,,,,,,,
2021/09/04,"South Central",,30,,,,,2,,,,,,,
2021/09/04,"South East",3077,16,1,0,2926,48,5,,,,,,,
2021/09/04,"South East",,21,,,,,3,,,,,,,
2021/09/04,"South East",,44,,,,,5,,,,,,,
2021/09/04,"South East",,22,,,,,1,,,,,,,
2021/09/04,Total,55750,2894,116,22,52246,610,355,,,,20405,13330,5805,1621
2021/09/05,"Far North West",3306,73,1,0,3118,34,8,,,,,,,
2021/09/05,"Far North West",,81,,,,,12,,,,,,,
2021/09/05,"Far North Central",495,29,0,0,462,4,0,,,,,,,
2021/09/05,"Far North East",3058,155,0,0,2731,20,3,,,,,,,
2021/09/05,"Far North East",,152,,,,,8,,,,,,,
2021/09/05,"North West",5385,15,11,0,4919,84,1,,,,,,,
2021/09/05,"North West",,247,,,,,41,,,,,,,
2021/09/05,"North West",,68,,,,,5,,,,,,,
2021/09/05,"North West",,52,,,,,6,,,,,,,
2021/09/05,"North Central",5468,210,21,3,4896,70,21,,,,,,,
2021/09/05,"North Central",,236,,,,,31,,,,,,,
2021/09/05,"North Central",,56,,,,,6,,,,,,,
2021/09/05,"North East",1963,66,5,0,1805,16,5,,,,,,,
2021/09/05,"North East",,39,,,,,1,,,,,,,
2021/09/05,"North East",,37,,,,,3,,,,,,,
2021/09/05,Saskatoon,13541,966,54,15,12457,118,153,,,,,,,
2021/09/05,"Central West",987,70,0,0,899,6,13,,,,,,,
2021/09/05,"Central West",,12,,,,,1,,,,,,,
2021/09/05,"Central East",2649,28,4,1,2543,19,3,,,,,,,
2021/09/05,"Central East",,13,,,,,2,,,,,,,
2021/09/05,"Central East",,11,,,,,2,,,,,,,
2021/09/05,"Central East",,21,,,,,3,,,,,,,
2021/09/05,"Central East",,14,,,,,0,,,,,,,
2021/09/05,Regina,12561,170,13,5,12232,159,20,,,,,,,
2021/09/05,"South West",1302,29,2,1,1245,8,1,,,,,,,
2021/09/05,"South West",,20,,,,,1,,,,,,,
2021/09/05,"South Central",2064,11,1,0,1996,25,2,,,,,,,
2021/09/05,"South Central",,32,,,,,2,,,,,,,
2021/09/05,"South East",3086,16,1,0,2934,48,2,,,,,,,
2021/09/05,"South East",,21,,,,,0,,,,,,,
2021/09/05,"South East",,46,,,,,4,,,,,,,
2021/09/05,"South East",,21,,,,,3,,,,,,,
2021/09/05,Total,56139,3119,113,25,52409,611,389,,,,20554,13407,5855,1628
2021/09/06,"Far North West",3331,77,1,0,3129,34,9,,,,,,,
2021/09/06,"Far North West",,91,,,,,16,,,,,,,
2021/09/06,"Far North Central",495,20,0,0,471,4,0,,,,,,,
2021/09/06,"Far North East",3082,148,0,0,2760,20,10,,,,,,,
2021/09/06,"Far North East",,154,,,,,13,,,,,,,
2021/09/06,"North West",5459,28,10,1,4944,84,13,,,,,,,
2021/09/06,"North West",,258,,,,,25,,,,,,,
2021/09/06,"North West",,80,,,,,12,,,,,,,
2021/09/06,"North West",,65,,,,,15,,,,,,,
2021/09/06,"North Central",5536,217,21,3,4935,70,22,,,,,,,
2021/09/06,"North Central",,256,,,,,37,,,,,,,
2021/09/06,"North Central",,58,,,,,5,,,,,,,
2021/09/06,"North East",1994,74,5,0,1823,16,17,,,,,,,
2021/09/06,"North East",,44,,,,,10,,,,,,,
2021/09/06,"North East",,37,,,,,4,,,,,,,
2021/09/06,Saskatoon,13639,998,57,17,12522,119,97,,,,,,,
2021/09/06,"Central West",991,64,0,0,909,6,2,,,,,,,
2021/09/06,"Central West",,12,,,,,2,,,,,,,
2021/09/06,"Central East",2659,33,4,1,2451,19,5,,,,,,,
2021/09/06,"Central East",,13,,,,,0,,,,,,,
2021/09/06,"Central East",,11,,,,,1,,,,,,,
2021/09/06,"Central East",,23,,,,,4,,,,,,,
2021/09/06,"Central East",,9,,,,,0,,,,,,,
2021/09/06,Regina,12574,168,14,4,12247,159,11,,,,,,,
2021/09/06,"South West",1317,33,4,1,1251,8,8,,,,,,,
2021/09/06,"South West",,25,,,,,7,,,,,,,
2021/09/06,"South Central",2078,15,1,0,2001,25,5,,,,,,,
2021/09/06,"South Central",,37,,,,,8,,,,,,,
2021/09/06,"South East",3096,19,1,0,2946,48,4,,,,,,,
2021/09/06,"South East",,19,,,,,0,,,,,,,
2021/09/06,"South East",,47,,,,,4,,,,,,,
2021/09/06,"South East",,17,,,,,2,,,,,,,
2021/09/06,Total,56533,3252,118,27,52669,612,399,,,,20690,13488,5892,1636
2021/09/07,"Far North West",3342,76,1,0,3140,34,4,,,,,,,
2021/09/07,"Far North West",,92,,,,,5,,,,,,,
2021/09/07,"Far North Central",497,17,0,0,476,4,2,,,,,,,
2021/09/07,"Far North East",3125,156,0,0,2801,20,30,,,,,,,
2021/09/07,"Far North East",,148,,,,,7,,,,,,,
2021/09/07,"North West",5496,29,12,1,4984,84,3,,,,,,,
2021/09/07,"North West",,264,,,,,20,,,,,,,
2021/09/07,"North West",,76,,,,,9,,,,,,,
2021/09/07,"North West",,59,,,,,3,,,,,,,
2021/09/07,"North Central",5578,207,21,3,5009,70,16,,,,,,,
2021/09/07,"North Central",,231,,,,,17,,,,,,,
2021/09/07,"North Central",,61,,,,,6,,,,,,,
2021/09/07,"North East",2012,67,4,0,1847,16,3,,,,,,,
2021/09/07,"North East",,54,,,,,13,,,,,,,
2021/09/07,"North East",,28,,,,,2,,,,,,,
2021/09/07,Saskatoon,13722,966,62,19,12637,119,84,,,,,,,
2021/09/07,"Central West",996,62,0,0,915,6,4,,,,,,,
2021/09/07,"Central West",,13,,,,,1,,,,,,,
2021/09/07,"Central East",2671,38,3,1,2557,19,5,,,,,,,
2021/09/07,"Central East",,15,,,,,2,,,,,,,
2021/09/07,"Central East",,11,,,,,0,,,,,,,
2021/09/07,"Central East",,23,,,,,1,,,,,,,
2021/09/07,"Central East",,8,,,,,2,,,,,,,
2021/09/07,Regina,12590,162,15,4,12268,160,16,,,,,,,
2021/09/07,"South West",1322,33,5,1,1255,8,4,,,,,,,
2021/09/07,"South West",,26,,,,,1,,,,,,,
2021/09/07,"South Central",2081,14,1,0,2009,25,0,,,,,,,
2021/09/07,"South Central",,33,,,,,3,,,,,,,
2021/09/07,"South East",3105,24,1,0,2956,48,6,,,,,,,
2021/09/07,"South East",,20,,,,,2,,,,,,,
2021/09/07,"South East",,42,,,,,0,,,,,,,
2021/09/07,"South East",,15,,,,,1,,,,,,,
2021/09/07,Total,56838,3184,125,29,53041,613,309,,,,20781,13551,5918,1644
2021/09/08,"Far North West",3367,92,4,0,3147,34,18,,,,,,,
2021/09/08,"Far North West",,94,,,,,4,,,,,,,
2021/09/08,"Far North Central",502,20,0,0,478,4,3,,,,,,,
2021/09/08,"Far North East",3199,161,0,0,2818,20,20,,,,,,,
2021/09/08,"Far North East",,200,,,,,51,,,,,,,
2021/09/08,"North West",5542,33,20,1,5027,84,4,,,,,,,
2021/09/08,"North West",,256,,,,,19,,,,,,,
2021/09/08,"North West",,79,,,,,7,,,,,,,
2021/09/08,"North West",,63,,,,,9,,,,,,,
2021/09/08,"North Central",5658,226,28,5,5033,70,30,,,,,,,
2021/09/08,"North Central",,262,,,,,37,,,,,,,
2021/09/08,"North Central",,67,,,,,11,,,,,,,
2021/09/08,"North East",2026,69,5,0,1857,16,8,,,,,,,
2021/09/08,"North East",,52,,,,,1,,,,,,,
2021/09/08,"North East",,32,,,,,5,,,,,,,
2021/09/08,Saskatoon,13821,968,69,19,12734,119,98,,,,,,,
2021/09/08,"Central West",1003,63,0,0,923,6,6,,,,,,,
2021/09/08,"Central West",,11,,,,,1,,,,,,,
2021/09/08,"Central East",2681,39,3,1,2566,19,4,,,,,,,
2021/09/08,"Central East",,17,,,,,2,,,,,,,
2021/09/08,"Central East",,10,,,,,0,,,,,,,
2021/09/08,"Central East",,21,,,,,2,,,,,,,
2021/09/08,"Central East",,9,,,,,2,,,,,,,
2021/09/08,Regina,12609,164,14,6,12285,160,17,,,,,,,
2021/09/08,"South West",1324,31,4,0,1260,10,1,,,,,,,
2021/09/08,"South West",,23,,,,,1,,,,,,,
2021/09/08,"South Central",2085,12,0,0,2015,25,1,,,,,,,
2021/09/08,"South Central",,33,,,,,3,,,,,,,
2021/09/08,"South East",3113,27,2,0,2959,48,2,,,,,,,
2021/09/08,"South East",,20,,,,,1,,,,,,,
2021/09/08,"South East",,44,,,,,3,,,,,,,
2021/09/08,"South East",,15,,,,,0,,,,,,,
2021/09/08,Total,57243,3331,149,32,53297,615,409,,,,20921,13634,5955,1659
2021/09/09,"Far North West",3373,94,4,0,3155,34,5,,,,,,,
2021/09/09,"Far North West",,90,,,,,2,,,,,,,
2021/09/09,"Far North Central",506,21,0,0,481,4,4,,,,,,,
2021/09/09,"Far North East",3224,166,0,0,2832,20,15,,,,,,,
2021/09/09,"Far North East",,206,,,,,10,,,,,,,
2021/09/09,"North West",5562,36,22,1,5059,84,1,,,,,,,
2021/09/09,"North West",,250,,,,,16,,,,,,,
2021/09/09,"North West",,78,,,,,2,,,,,,,
2021/09/09,"North West",,55,,,,,0,,,,,,,
2021/09/09,"North Central",5710,230,32,6,5061,70,14,,,,,,,
2021/09/09,"North Central",,281,,,,,29,,,,,,,
2021/09/09,"North Central",,68,,,,,3,,,,,,,
2021/09/09,"North East",2033,64,5,0,1871,16,5,,,,,,,
2021/09/09,"North East",,51,,,,,2,,,,,,,
2021/09/09,"North East",,31,,,,,0,,,,,,,
2021/09/09,Saskatoon,13888,972,67,17,12796,120,65,,,,,,,
2021/09/09,"Central West",1008,64,0,0,927,6,5,,,,,,,
2021/09/09,"Central West",,11,,,,,0,,,,,,,
2021/09/09,"Central East",2687,38,3,1,2570,19,1,,,,,,,
2021/09/09,"Central East",,17,,,,,1,,,,,,,
2021/09/09,"Central East",,9,,,,,0,,,,,,,
2021/09/09,"Central East",,21,,,,,0,,,,,,,
2021/09/09,"Central East",,13,,,,,3,,,,,,,
2021/09/09,Regina,12622,169,12,6,12293,160,12,,,,,,,
2021/09/09,"South West",1335,37,3,1,1264,10,6,,,,,,,
2021/09/09,"South West",,24,,,,,5,,,,,,,
2021/09/09,"South Central",2091,11,0,0,2017,25,0,,,,,,,
2021/09/09,"South Central",,38,,,,,6,,,,,,,
2021/09/09,"South East",3138,38,4,0,2967,48,11,,,,,,,
2021/09/09,"South East",,20,,,,,2,,,,,,,
2021/09/09,"South East",,51,,,,,11,,,,,,,
2021/09/09,"South East",,14,,,,,1,,,,,,,
2021/09/09,Total,57521,3416,152,32,53489,616,289,,,,21015,13702,5973,1669
2021/09/10,"Far North West",3395,95,3,0,3166,34,9,,,,,,,
2021/09/10,"Far North West",,100,,,,,13,,,,,,,
2021/09/10,"Far North Central",510,25,0,0,481,4,4,,,,,,,
2021/09/10,"Far North East",3244,145,0,0,2877,20,9,,,,,,,
2021/09/10,"Far North East",,202,,,,,11,,,,,,,
2021/09/10,"North West",5645,37,18,2,5101,84,3,,,,,,,
2021/09/10,"North West",,286,,,,,59,,,,,,,
2021/09/10,"North West",,83,,,,,10,,,,,,,
2021/09/10,"North West",,54,,,,,5,,,,,,,
2021/09/10,"North Central",5800,249,35,8,5107,70,20,,,,,,,
2021/09/10,"North Central",,299,,,,,40,,,,,,,
2021/09/10,"North Central",,75,,,,,9,,,,,,,
2021/09/10,"North East",2053,67,4,0,1883,16,6,,,,,,,
2021/09/10,"North East",,62,,,,,12,,,,,,,
2021/09/10,"North East",,25,,,,,0,,,,,,,
2021/09/10,Saskatoon,13982,993,67,20,12868,121,93,,,,,,,
2021/09/10,"Central West",1018,67,0,0,934,6,8,,,,,,,
2021/09/10,"Central West",,11,,,,,2,,,,,,,
2021/09/10,"Central East",2706,41,5,1,2582,19,7,,,,,,,
2021/09/10,"Central East",,23,,,,,6,,,,,,,
2021/09/10,"Central East",,8,,,,,1,,,,,,,
2021/09/10,"Central East",,17,,,,,1,,,,,,,
2021/09/10,"Central East",,16,,,,,3,,,,,,,
2021/09/10,Regina,12653,190,11,6,12303,160,31,,,,,,,
2021/09/10,"South West",1339,37,2,2,1271,10,1,,,,,,,
2021/09/10,"South West",,21,,,,,3,,,,,,,
2021/09/10,"South Central",2099,13,1,0,2019,25,3,,,,,,,
2021/09/10,"South Central",,42,,,,,5,,,,,,,
2021/09/10,"South East",3162,38,5,0,2971,48,2,,,,,,,
2021/09/10,"South East",,20,,,,,0,,,,,,,
2021/09/10,"South East",,61,,,,,11,,,,,,,
2021/09/10,"South East",,24,,,,,7,,,,,,,
2021/09/10,Total,57952,3573,151,39,53762,617,437,,,,21161,13796,6004,1681
2021/09/11,"Far North West",3420,90,5,0,3190,34,14,,,,,,,
2021/09/11,"Far North West",,106,,,,,11,,,,,,,
2021/09/11,"Far North Central",512,21,0,0,487,4,1,,,,,,,
2021/09/11,"Far North East",3280,158,0,0,2948,20,15,,,,,,,
2021/09/11,"Far North East",,154,,,,,14,,,,,,,
2021/09/11,"North West",5689,44,16,3,5116,85,7,,,,,,,
2021/09/11,"North West",,310,,,,,30,,,,,,,
2021/09/11,"North West",,79,,,,,2,,,,,,,
2021/09/11,"North West",,55,,,,,4,,,,,,,
2021/09/11,"North Central",5856,256,33,8,5154,70,22,,,,,,,
2021/09/11,"North Central",,288,,,,,8,,,,,,,
2021/09/11,"North Central",,88,,,,,17,,,,,,,
2021/09/11,"North East",2072,72,5,0,1891,16,10,,,,,,,
2021/09/11,"North East",,67,,,,,5,,,,,,,
2021/09/11,"North East",,26,,,,,2,,,,,,,
2021/09/11,Saskatoon,14060,975,71,20,12964,121,78,,,,,,,
2021/09/11,"Central West",1030,74,0,0,939,6,11,,,,,,,
2021/09/11,"Central West",,11,,,,,0,,,,,,,
2021/09/11,"Central East",2721,45,5,2,2591,19,4,,,,,,,
2021/09/11,"Central East",,21,,,,,5,,,,,,,
2021/09/11,"Central East",,11,,,,,3,,,,,,,
2021/09/11,"Central East",,17,,,,,2,,,,,,,
2021/09/11,"Central East",,17,,,,,1,,,,,,,
2021/09/11,Regina,12676,192,11,8,12324,160,22,,,,,,,
2021/09/11,"South West",1344,39,1,2,1274,10,4,,,,,,,
2021/09/11,"South West",,21,,,,,1,,,,,,,
2021/09/11,"South Central",2106,17,3,0,2021,25,4,,,,,,,
2021/09/11,"South Central",,43,,,,,3,,,,,,,
2021/09/11,"South East",3180,42,5,0,2982,48,4,,,,,,,
2021/09/11,"South East",,20,,,,,3,,,,,,,
2021/09/11,"South East",,57,,,,,2,,,,,,,
2021/09/11,"South East",,31,,,,,9,,,,,,,
2021/09/11,Total,58293,3588,155,43,54087,618,343,,,,21269,13868,6025,1698
2021/09/12,"Far North West",3429,89,4,0,3206,35,3,,,,,,,
2021/09/12,"Far North West",,99,,,,,4,,,,,,,
2021/09/12,"Far North Central",512,19,0,0,489,4,0,,,,,,,
2021/09/12,"Far North East",3308,153,0,0,2980,20,12,,,,,,,
2021/09/12,"Far North East",,155,,,,,16,,,,,,,
2021/09/12,"North West",5738,47,20,3,5168,85,5,,,,,,,
2021/09/12,"North West",,302,,,,,27,,,,,,,
2021/09/12,"North West",,78,,,,,9,,,,,,,
2021/09/12,"North West",,58,,,,,5,,,,,,,
2021/09/12,"North Central",5922,249,34,6,5204,70,12,,,,,,,
2021/09/12,"North Central",,307,,,,,40,,,,,,,
2021/09/12,"North Central",,92,,,,,13,,,,,,,
2021/09/12,"North East",2099,84,5,0,1900,16,15,,,,,,,
2021/09/12,"North East",,71,,,,,7,,,,,,,
2021/09/12,"North East",,28,,,,,4,,,,,,,
2021/09/12,Saskatoon,14210,1065,64,22,13023,122,146,,,,,,,
2021/09/12,"Central West",1046,86,1,0,942,6,13,,,,,,,
2021/09/12,"Central West",,12,,,,,1,,,,,,,
2021/09/12,"Central East",2738,53,4,2,2596,19,10,,,,,,,
2021/09/12,"Central East",,21,,,,,2,,,,,,,
2021/09/12,"Central East",,11,,,,,1,,,,,,,
2021/09/12,"Central East",,18,,,,,1,,,,,,,
2021/09/12,"Central East",,20,,,,,3,,,,,,,
2021/09/12,Regina,12702,204,10,9,12338,160,24,,,,,,,
2021/09/12,"South West",1353,45,2,3,1274,10,6,,,,,,,
2021/09/12,"South West",,24,,,,,3,,,,,,,
2021/09/12,"South Central",2113,18,4,0,2023,25,2,,,,,,,
